"id","label","marksize","visible","z","lat","lon"
"38.273_48.459","Myronivskyi","8","TRUE",99,"48.459","38.273"
"37.841_48.333","[[New York (Ukraine)|New York]]","8","TRUE",99,"48.333","37.841"
"37.320_47.203","[[Nikolske]]","8","TRUE",99,"47.203","37.320"
"36.960_47.755","Novodonetske","8","TRUE",99,"47.755","36.960"
"36.980_48.634","[[Novotroitske, Donetsk |Novotroitske]]","8","TRUE",99,"48.634","36.980"
"38.022_47.809","Novyi Svit","8","TRUE",99,"47.809","38.022"
"37.616_48.580","Oleksijevo-Druzhkivka","8","TRUE",99,"48.580","37.616"
"37.976_48.203","[[Panteleimonivka (urban-type settlement)|Panteleimonivka]]","8","TRUE",99,"48.203","37.976"
"37.905_48.401","Pivnichne","8","TRUE",99,"48.401","37.905"
"38.563_48.129","Rozsypne","8","TRUE",99,"48.129","38.563"
"37.810_47.098","[[Shyrokyne]]","6","TRUE",99,"47.098","37.810"
"38.689_48.085","Sieverne","8","TRUE",99,"48.085","38.689"
"38.160_48.265","Sofiivka","8","TRUE",99,"48.265","38.160"
"38.025_47.753","[[Starobesheve]]","8","TRUE",99,"47.753","38.025"
"37.585_48.003","[[Staromykhailivka]]","8","TRUE",99,"48.003","37.585"
"37.486_47.159","Staryi Krym","8","TRUE",99,"47.159","37.486"
"36.845_47.836","[[Velyka Novosilka]]","8","TRUE",99,"47.836","36.845"
"37.378_47.736","Volodymyrivka","8","TRUE",99,"47.736","37.378"
"38.278_48.312","[[Vuhlehirsk]]","8","TRUE",99,"48.312","38.278"
"37.564_48.766","Yasnohirka","8","TRUE",99,"48.766","37.564"
"37.898_48.369","[[Zalizne]]","8","TRUE",99,"48.369","37.898"
"36.290_49.925","[[Kharkiv International Airport]]","12","TRUE",99,"49.925","36.290"
"36.267_50.025","[[Kharkiv North Airport]]","10","TRUE",99,"50.025","36.267"
"36.790_50.079","[[Staryi Saltiv]]","6","TRUE",99,"50.079","36.790"
"32.605_46.624","[[Port of Kherson]]","12","TRUE",99,"46.624","32.605"
"26.933_49.360","[[Khmelnytskyi Airport]]","10","TRUE",99,"49.360","26.933"
"27.272_49.748","[[Starokostiantyniv Air Base]]","10","TRUE",99,"49.748","27.272"
"30.385_50.478","[[Sviatoshyn Airfield]]","10","TRUE",99,"50.478","30.385"
"30.441_49.790","[[Uzyn (air base)]]","10","TRUE",99,"49.790","30.441"
"30.300_50.233","[[Vasylkiv Air Base]]","10","TRUE",99,"50.233","30.300"
"32.286_48.542","[[Kropyvnytskyi Airport=]]","10","TRUE",99,"48.542","32.286"
"23.668_49.738","[[Horodok Air Base]]","10","TRUE",99,"49.738","23.668"
"23.335_49.550","[[Kalyniv (airfield)]]","10","TRUE",99,"49.550","23.335"
"24.198_49.288","[[Liubsha Air Base]]","10","TRUE",99,"49.288","24.198"
"23.787_49.243","[[Stryi Air Base]]","10","TRUE",99,"49.243","23.787"
"32.441_47.410","[[Bashtanka]]","10","TRUE",99,"47.410","32.441"
"32.100_46.941","[[Kulbakino Air Base]]","10","TRUE",99,"46.941","32.100"
"32.000_46.975","[[Mykolaiv]]","20","TRUE",99,"46.975","32.000"
"31.998_46.940","Port of Mykolaiv","12","TRUE",99,"46.940","31.998"
"32.202_46.863","[[Shevchenkove]]","6","TRUE",99,"46.863","32.202"
"29.991_47.715","[[Ananiv]]","8","TRUE",99,"47.715","29.991"
"29.424_45.979","[[Artsyz]]","10","TRUE",99,"45.979","29.424"
"30.614_46.468","[[Avanhard, Odessa |Avanhard]]","8","TRUE",99,"46.468","30.614"
"29.629_47.937","[[Balta, Ukraine|Balta]]","10","TRUE",99,"47.937","29.629"
"30.916_47.204","[[Berezivka]]","8","TRUE",99,"47.204","30.916"
"30.342_46.186","[[Bilhorod-Dnistrovskyi]]","12","TRUE",99,"46.186","30.342"
"30.202_46.490","[[Bilyayivka]]","10","TRUE",99,"46.490","30.202"
"28.614_45.684","[[Bolhrad]]","10","TRUE",99,"45.684","28.614"
"30.648_46.295","[[Chornomorsk]]","14","TRUE",99,"46.295","30.648"
"30.945_46.585","[[Chornomorske, Odessa |Chornomorske]]","8","TRUE",99,"46.585","30.945"
"30.946_46.821","[[Dobroslav, Ukraine|Dobroslav]]","8","TRUE",99,"46.821","30.946"
"28.850_45.350","[[Izmail]]","14","TRUE",99,"45.350","28.850"
"28.801_45.396","[[Izmail International Airport]]","12","TRUE",99,"45.396","28.801"
"29.248_45.465","[[Kiliia]]","10","TRUE",99,"45.465","29.248"
"29.124_48.100","[[Kodyma]]","8","TRUE",99,"48.100","29.124"
"30.257_47.833","[[Liubashivka]]","8","TRUE",99,"47.833","30.257"
"29.974_46.679","[[Lymanske (urban-type settlement)|Lymanske]]","8","TRUE",99,"46.679","29.974"
"30.011_46.669","[[Lymanske International Airport]]","12","TRUE",99,"46.669","30.011"
"29.456_47.536","[[Okny]]","8","TRUE",99,"47.536","29.456"
"30.631_46.329","[[Oleksandrivka, Chornomorsk urban hromada, Odessa Raion, Odessa |Oleksandrivka]]","8","TRUE",99,"46.329","30.631"
"30.437_46.252","[[Ovidiopol]]","10","TRUE",99,"46.252","30.437"
"29.534_47.759","[[Podilsk]]","12","TRUE",99,"47.759","29.534"
"28.289_45.457","[[Reni, Ukraine|Reni]]","10","TRUE",99,"45.457","28.289"
"30.075_46.855","[[Rozdilna]]","10","TRUE",99,"46.855","30.075"
"30.077_48.135","[[Savran, Odessa |Savran]]","8","TRUE",99,"48.135","30.077"
"30.365_46.029","[[Serhiivka, Serhiivka settlement hromada, Bilhorod-Dnistrovskyi Raion, Odessa |Serhiivka]]","8","TRUE",99,"46.029","30.365"
"30.196_47.376","[[Shyriaieve]]","8","TRUE",99,"47.376","30.196"
"29.147_46.189","[[Tarutyne]]","8","TRUE",99,"46.189","29.147"
"29.615_45.839","[[Tatarbunary]]","10","TRUE",99,"45.839","29.615"
"30.328_46.503","[[Teplodar]]","10","TRUE",99,"46.503","30.328"
"29.851_47.082","[[Velyka Mykhailivka]]","8","TRUE",99,"47.082","29.851"
"30.567_46.343","[[Velykodolynske]]","10","TRUE",99,"46.343","30.567"
"29.596_45.400","[[Vylkove]]","8","TRUE",99,"45.400","29.596"
"31.100_46.624","[[Yuzhne]]","12","TRUE",99,"46.624","31.100"
"29.755_47.333","[[Zakharivka]]","8","TRUE",99,"47.333","29.755"
"30.457_46.067","[[Zatoka, Bilhorod-Dnistrovskyi Raion, Odessa |Zatoka]]","6","TRUE",99,"46.067","30.457"
"33.475_49.131","[[Kremenchuk Airport]]","10","TRUE",99,"49.131","33.475"
"33.639_49.931","[[Myrhorod Air Base]]","10","TRUE",99,"49.931","33.639"
"34.486_49.627","[[Poltava Air Base]]","10","TRUE",99,"49.627","34.486"
"34.399_49.574","[[Poltava International Airport]]","12","TRUE",99,"49.574","34.399"
"32.530_50.152","[[Pyriatyn Airport]]","10","TRUE",99,"50.152","32.530"
"26.142_50.607","[[Rivne International Airport]]","12","TRUE",99,"50.607","26.142"
"25.833_50.450","[[Dubno Air Base]]","10","TRUE",99,"50.450","25.833"
"34.050_51.850","[[Chervone-Pustohorod]]","10","TRUE",99,"51.850","34.050"
"25.700_49.525","[[Ternopil Airport]]","10","TRUE",99,"49.525","25.700"
"28.614_49.240","[[Havryshivka Vinnytsia International Airport]]","12","TRUE",99,"49.240","28.614"
"25.350_50.783","[[Lutsk Air Base]]","10","TRUE",99,"50.783","25.350"
"25.483_50.683","[[Lutsk Airport]]","10","TRUE",99,"50.683","25.483"
"24.450_50.917","[[Zhovtneve Air Base]]","10","TRUE",99,"50.917","24.450"
"36.758_46.815","[[Berdiansk Airport]]","10","TRUE",99,"46.815","36.758"
"35.307_46.876","[[Melitopol Air Base]]","10","TRUE",99,"46.876","35.307"
"36.245_45.407","[[Baherove (air base)]]","10","TRUE",99,"45.407","36.245"
"36.628_45.364","[[Port Krym]]","12","TRUE",99,"45.364","36.628"
"35.715_47.250","[[Tokmak, Ukraine|Tokmak]]","12","TRUE",99,"47.250","35.715"
"38.018_47.412","[[Telmanove]]","6","TRUE",99,"47.412","38.018"
"30.054_51.405","[[Pripyat]]","10","TRUE",99,"51.405","30.054"
"32.286_48.556","[[Kropyvnytskyi Airport=]]","10","TRUE",99,"48.556","32.286"
"23.940_49.812","[[Lviv International Airport]]","12","TRUE",99,"49.812","23.940"
"25.350_50.805","[[Lutsk Air Base]]","10","TRUE",99,"50.805","25.350"
"35.300_46.884","[[Melitopol Air Base]]","10","TRUE",99,"46.884","35.300"
"28.738_50.150","[[Ozerne Air Base]]","10","TRUE",99,"50.150","28.738"
"33.377_45.242","[[Yevpatoria Airport]]","10","TRUE",99,"45.242","33.377"
"34.040_44.900","[[Zavodskoe Airport]]","10","TRUE",99,"44.900","34.040"
"32.012_50.217","[[Bohdanivka]]","6","TRUE",99,"50.217","32.012"
"39.133_49.484","[[Novopskov]]","8","TRUE",99,"49.484","39.133"
"23.500_50.006","[[Yavoriv military base]]","12","TRUE",99,"50.006","23.500"
"22.708_48.378","[[Shipka (military base)]]","10","TRUE",99,"48.378","22.708"
"33.408_47.430","[[Arkhanhelske, Kherson |Arkhanhelske]]","6","TRUE",99,"47.430","33.408"
"33.721_47.661","[[Apostolove]]","10","TRUE",99,"47.661","33.721"
"34.530_47.626","[[Chervonohryhorivka]]","8","TRUE",99,"47.626","34.530"
"35.046_48.465","[[Dnipro]]","24","TRUE",99,"48.465","35.046"
"34.420_48.595","[[Dniprovske]]","8","TRUE",99,"48.595","34.420"
"35.259_48.810","[[Hubynykha]]","8","TRUE",99,"48.810","35.259"
"35.315_48.734","[[Hvardiiske, Dnipropetrovsk |Hvardiiske]]","8","TRUE",99,"48.734","35.315"
"35.277_48.403","[[Ilarionove]]","8","TRUE",99,"48.403","35.277"
"34.613_48.516","[[Kamianske]]","20","TRUE",99,"48.516","34.613"
"34.732_48.479","[[Karnaukhivka]]","8","TRUE",99,"48.479","34.732"
"33.392_47.911","[[Kryvyi Rih]]","24","TRUE",99,"47.911","33.392"
"34.912_48.911","[[Mahdalynivka]]","8","TRUE",99,"48.911","34.912"
"34.611_47.649","[[Marhanets]]","12","TRUE",99,"47.649","34.611"
"36.726_48.258","[[Mezhova]]","8","TRUE",99,"48.258","36.726"
"34.395_47.568","[[Nikopol, Ukraine|Nikopol]]","16","TRUE",99,"47.568","34.395"
"35.224_48.633","[[Novomoskovsk, Ukraine|Novomoskovsk]]","14","TRUE",99,"48.633","35.224"
"34.866_48.547","[[Obukhivka]]","8","TRUE",99,"48.547","34.866"
"35.903_48.529","[[Pavlohrad]]","16","TRUE",99,"48.529","35.903"
"35.364_49.014","[[Pereshchepyne]]","8","TRUE",99,"49.014","35.364"
"36.401_48.346","[[Pershotravensk]]","12","TRUE",99,"48.346","36.401"
"36.435_48.457","[[Petropavlivka, Dnipropetrovsk |Petropavlivka]]","8","TRUE",99,"48.457","36.435"
"33.694_48.412","[[Piatykhatky, Dnipropetrovsk |Piatykhatky]]","10","TRUE",99,"48.412","33.694"
"35.087_48.573","[[Pidhorodne]]","10","TRUE",99,"48.573","35.087"
"34.079_47.657","[[Pokrov, Ukraine|Pokrov]]","12","TRUE",99,"47.657","34.079"
"36.231_47.985","[[Pokrovske (urban-type settlement)|Pokrovske]]","8","TRUE",99,"47.985","36.231"
"33.268_47.693","[[Shyroke]]","8","TRUE",99,"47.693","33.268"
"35.074_48.534","[[Slobozhanske, Dnipropetrovsk |Slobozhanske]]","10","TRUE",99,"48.534","35.074"
"33.878_48.048","[[Sofiivka, Dnipropetrovsk |Sofiivka]]","8","TRUE",99,"48.048","33.878"
"34.873_48.204","[[Solone]]","8","TRUE",99,"48.204","34.873"
"35.521_48.323","[[Synelnykove]]","12","TRUE",99,"48.323","35.521"
"36.069_48.521","[[Ternivka]]","12","TRUE",99,"48.521","36.069"
"34.755_47.817","[[Tomakivka]]","8","TRUE",99,"47.817","34.755"
"34.470_48.947","[[Tsarychanka]]","8","TRUE",99,"48.947","34.470"
"36.023_48.206","[[Vasylkivka]]","10","TRUE",99,"48.206","36.023"
"34.253_48.484","[[Verkhivtseve]]","10","TRUE",99,"48.484","34.253"
"34.337_48.648","[[Verkhnodniprovsk]]","10","TRUE",99,"48.648","34.337"
"34.021_48.480","[[Vilnohirsk]]","12","TRUE",99,"48.480","34.021"
"33.647_47.566","[[Zelenodolsk, Ukraine|Zelenodolsk]]","10","TRUE",99,"47.566","33.647"
"33.525_48.344","[[Zhovti Vody]]","12","TRUE",99,"48.344","33.525"
"30.897_50.623","[[Bohdanivka]]","6","TRUE",99,"50.623","30.897"
"36.647_49.840","[[Chuhuiv Air Base]]","10","TRUE",99,"49.840","36.647"
"32.220_46.828","[[Luch]]","6","TRUE",99,"46.828","32.220"
"32.093_46.779","[[Prybuzke]]","6","TRUE",99,"46.779","32.093"
"32.141_46.825","[[Ukrainka]]","6","TRUE",99,"46.825","32.141"
"31.076_51.451","[[Mykhailo-Kotsiubynske]]","6","TRUE",99,"51.451","31.076"
"31.568_51.643","[[Sedniv]]","6","TRUE",99,"51.643","31.568"
"31.192_51.387","[[Shestovytsia]]","6","TRUE",99,"51.387","31.192"
"36.933_49.717","[[Chkalovske]]","6","TRUE",99,"49.717","36.933"
"32.207_46.360","[[Chulakivka]]","6","TRUE",99,"46.360","32.207"
"32.298_47.223","[[Dobra Krynytsya]]","6","TRUE",99,"47.223","32.298"
"33.532_47.494","[[Vysokopillia]]","6","TRUE",99,"47.494","33.532"
"30.044_50.418","[[Buzova, Kyiv-Sviatoshyn Raion|Buzova]]","6","TRUE",99,"50.418","30.044"
"29.387_51.241","[[Poliske]]","6","TRUE",99,"51.241","29.387"
"31.045_50.645","[[Shevchenkove, Brovary Raion, Kyiv ]]","6","TRUE",99,"50.645","31.045"
"37.388_50.049","[[Velykyi Burluk]]","6","TRUE",99,"50.049","37.388"
"34.762_50.858","[[Sumy Airport]]","12","TRUE",99,"50.858","34.762"
"37.611_48.243","[[Ocheretyne]]","6","TRUE",99,"48.243","37.611"
"32.263_46.805","[[Posad-Pokrovske]]","6","TRUE",99,"46.805","32.263"
"32.911_46.106","[[Port of Skadovsk]]","10","TRUE",99,"46.106","32.911"
"30.375_46.183","[[Port of Bilhorod-Dnistrovskyi]]","10","TRUE",99,"46.183","30.375"
"30.659_46.328","[[Port of Chornomorsk]]","10","TRUE",99,"46.328","30.659"
"30.479_50.464","[[Lukyanivka (neighborhood)|Lukyanivka]]","8","TRUE",99,"50.464","30.479"
"29.884_50.266","Byshiv","6","TRUE",99,"50.266","29.884"
"32.254_47.347","[[Pisky, Bashtanka Raion|Pisky]]","6","TRUE",99,"47.347","32.254"
"32.196_46.860","[[Shevchenkove, Shevchenkove rural hromada, Mykolaiv Raion, Mykolaiv |Shevchenkove]]","6","TRUE",99,"46.860","32.196"
"32.141_46.826","[[Ukrainka, Mykolaiv Raion, Mykolaiv |Ukrainka]]","6","TRUE",99,"46.826","32.141"
"32.263_47.191","[[Vynohradivka, Bashtanka Raion|Vynohradivka]]","6","TRUE",99,"47.191","32.263"
"34.000_50.367","[[Hadiach]]","12","TRUE",99,"50.367","34.000"
"33.250_49.390","[[Hlobyne]]","8","TRUE",99,"49.390","33.250"
"33.667_49.017","[[Horishni Plavni]]","14","TRUE",99,"49.017","33.667"
"32.417_50.117","[[Hrebinka]]","10","TRUE",99,"50.117","32.417"
"35.133_49.450","[[Karlivka]]","10","TRUE",99,"49.450","35.133"
"33.267_49.767","[[Khorol, Poltava |Khorol]]","10","TRUE",99,"49.767","33.267"
"34.200_49.133","[[Kobeliaky]]","8","TRUE",99,"49.133","34.200"
"33.272_50.360","[[Lokhvytsia]]","10","TRUE",99,"50.360","33.272"
"33.600_49.967","[[Myrhorod]]","12","TRUE",99,"49.967","33.600"
"32.533_50.250","[[Pyriatyn]]","10","TRUE",99,"50.250","32.533"
"33.383_50.383","[[Zavodske, Poltava |Zavodske]]","8","TRUE",99,"50.383","33.383"
"34.350_50.200","[[Zinkiv]]","8","TRUE",99,"50.200","34.350"
"31.533_50.567","[[Control of cities during the Russo-Ukrainian War#Nova Basan|Nova Basan]]","6","TRUE",99,"50.567","31.533"
"31.376_50.493","[[Control of cities during the Russo-Ukrainian War#Lukyanivka, Brovary Raion|Lukyanivka]]","6","TRUE",99,"50.493","31.376"
"30.913_50.626","[[Bohdanivka]]","6","TRUE",99,"50.626","30.913"
"31.672_50.597","[[Novyi Bykiv]]","6","TRUE",99,"50.597","31.672"
"31.391_51.386","Lukashivka","6","TRUE",99,"51.386","31.391"
"31.366_51.335","Sloboda","6","TRUE",99,"51.335","31.366"
"30.145_51.113","[[Dytiatky]]","6","TRUE",99,"51.113","30.145"
"30.252_51.071","[[Hornostaipil]]","6","TRUE",99,"51.071","30.252"
"33.922_47.546","Mar yans ke","6","TRUE",99,"47.546","33.922"
"37.215_49.041","Brazhkivka","6","TRUE",99,"49.041","37.215"
"37.319_49.018","Dovhenke","6","TRUE",99,"49.018","37.319"
"32.548_46.701","[[Chornobayivka]]","8","TRUE",99,"46.701","32.548"
"33.622_47.463","NA","6","TRUE",99,"47.463","33.622"
"33.601_47.428","NA","6","TRUE",99,"47.428","33.601"
"32.111_46.615","[[Control of cities during the Russo-Ukrainian War#Oleksandrivka (Kherson Raion)|Oleksandrivka]]","6","TRUE",99,"46.615","32.111"
"33.917_47.433","[[Control of cities during the Russo-Ukrainian War#Osokorivka, Kherson |Osokorivka]]","6","TRUE",99,"47.433","33.917"
"33.697_47.448","NA","6","TRUE",99,"47.448","33.697"
"37.218_47.754","Pavlivka","6","TRUE",99,"47.754","37.218"
"36.833_47.696","Staromlynivka","6","TRUE",99,"47.696","36.833"
"33.824_47.384","Khreshchenivka","6","TRUE",99,"47.384","33.824"
